id,data,date_iso,competicao,adversario,local,vasco_goals,opponent_goals,observation,tecnico
4212,14/08/2005,2005-08-14,Campeonato Brasileiro Serie A,Atlético-MG,casa,2,1,,Celso Roth
4213,21/08/2005,2005-08-21,Campeonato Brasileiro Serie A,Paraná-PR,fora,0,0,,Celso Roth
4214,24/08/2005,2005-08-24,Campeonato Brasileiro Serie A,Brasiliense-DF,casa,1,0,,Celso Roth
4215,28/08/2005,2005-08-28,Campeonato Brasileiro Serie A,Fortaleza-CE,fora,2,4,,Celso Roth
4216,07/09/2005,2005-09-07,Campeonato Brasileiro Serie A,Botafogo-RJ,fora,2,2,,Celso Roth
4217,11/09/2005,2005-09-11,Campeonato Brasileiro Serie A,Juventude-RS,casa,5,2,,Celso Roth
4218,18/09/2005,2005-09-18,Campeonato Brasileiro Serie A,São Paulo-SP,fora,2,4,,Celso Roth
4219,22/09/2005,2005-09-22,Campeonato Brasileiro Serie A,Ponte Preta-SP,casa,0,0,,Celso Roth
4220,25/09/2005,2005-09-25,Campeonato Brasileiro Serie A,Coritiba-PR,fora,0,2,,Celso Roth
4221,02/10/2005,2005-10-02,Campeonato Brasileiro Serie A,Palmeiras-SP,casa,0,0,,Celso Roth
4222,05/10/2005,2005-10-05,Campeonato Brasileiro Serie A,Cruzeiro-MG,casa,3,3,,Celso Roth
4223,08/10/2005,2005-10-08,Campeonato Brasileiro Serie A,Goiás-GO,fora,3,4,,Celso Roth
4224,12/10/2005,2005-10-12,Campeonato Brasileiro Serie A,Figueirense-SC,casa,3,3,,Celso Roth
4225,16/10/2005,2005-10-16,Campeonato Brasileiro Serie A,Internacional-RS,fora,1,3,,Renato Gaúcho
4226,19/10/2005,2005-10-19,Campeonato Brasileiro Serie A,Botafogo-RJ,casa,1,0,,Renato Gaúcho
4227,22/10/2005,2005-10-22,Campeonato Brasileiro Serie A,Flamengo-RJ,casa,2,1,,Renato Gaúcho
4228,26/10/2005,2005-10-26,Campeonato Brasileiro Serie A,Santos-SP,casa,1,3,,Renato Gaúcho
4229,30/10/2005,2005-10-30,Campeonato Brasileiro Serie A,Corinthians-SP,fora,1,1,,Renato Gaúcho
4230,03/11/2005,2005-11-03,Campeonato Brasileiro Serie A,Atlético-PR,casa,2,1,,Renato Gaúcho
4231,06/11/2005,2005-11-06,Campeonato Brasileiro Serie A,São Caetano-SP,fora,2,1,,Renato Gaúcho
4232,13/11/2005,2005-11-13,Campeonato Brasileiro Serie A,Fluminense-RJ,casa,2,0,,Renato Gaúcho
4233,16/11/2005,2005-11-16,Campeonato Brasileiro Serie A,Figueirense-SC,fora,1,5,,Renato Gaúcho
4234,20/11/2005,2005-11-20,Campeonato Brasileiro Serie A,Paysandu-PA,casa,4,0,,Renato Gaúcho
4235,27/11/2005,2005-11-27,Campeonato Brasileiro Serie A,Atlético-MG,fora,0,0,,Renato Gaúcho
4236,04/12/2005,2005-12-04,Campeonato Brasileiro Serie A,Paraná-PR,casa,3,1,,Renato Gaúcho
